epoch,train_loss,train_acc,quantization_error
0,0.009500444946289,0.997060000896454,0.0006095400894992
1,0.0124198913574218,0.9963200092315674,0.0006084510241635
2,0.0268796875,0.990339994430542,0.0006084542255848
3,0.050803564453125,0.9817000031471252,0.0006138156168162
4,0.0777351171875,0.971560001373291,0.0006185469101183
5,0.08508521484375,0.9703400135040284,0.0006249884027056
6,0.10478501953125,0.9625200033187866,0.000632561801467
7,0.11895009765625,0.9581000208854676,0.0006445647450163
8,0.14110869140625,0.9499599933624268,0.0006534135900437
9,0.146667080078125,0.9473199844360352,0.0006706026033498
10,0.168493359375,0.9409400224685668,0.0006862159352749
11,0.178701953125,0.9370200037956238,0.0007047014078125
12,0.18601248046875,0.9358800053596495,0.0007266859174706
13,0.1919215234375,0.9338399767875672,0.0007495154277421
14,0.211548671875,0.92603999376297,0.0007797004655003
15,0.2061800390625,0.928659975528717,0.000803024158813
16,0.22092125,0.922879993915558,0.0008285926887765
17,0.2094503125,0.927079975605011,0.000848853320349
18,0.2037623046875,0.9291599988937378,0.0008634263067506
19,0.2066375,0.9277399778366088,0.0008770933491177
20,0.19433140625,0.9322199821472168,0.0008872937178239
21,0.18837943359375,0.9353799819946288,0.0008947162423282
22,0.20175365234375,0.9292600154876708,0.0009011758374981
23,0.1825253125,0.936959981918335,0.0009065389749594
24,0.1867213671875,0.933899998664856,0.0009103391785174
25,0.1848169140625,0.9350000023841858,0.0009245034889318
26,0.181625,0.9366999864578248,0.0009212882141582
27,0.18196521484375,0.9369800090789796,0.0009269676520489
28,0.1860530078125,0.9355599880218506,0.0009347771992906
29,0.175278359375,0.9392799735069276,0.0009340742835775
30,0.17794640625,0.9383000135421752,0.0009355130023323
31,0.17403162109375,0.938979983329773,0.0009347929153591
32,0.18174712890625,0.9371200203895568,0.0009450921788811
33,0.18286203125,0.9356200098991394,0.0009481313754804
34,0.17200953125,0.9390599727630616,0.0009541052277199
35,0.17568837890625,0.9381200075149536,0.0009552134433761
36,0.17700388671875,0.937720000743866,0.0009528957307338
37,0.1727059375,0.9396399855613708,0.0009520780295133
38,0.17494279296875,0.9397199749946594,0.0009474136750213
39,0.168846640625,0.9410600066184998,0.0009478546562604
40,0.1737195703125,0.9390400052070618,0.0009500670130364
41,0.1732616015625,0.9391999840736388,0.0009533267584629
42,0.1770212109375,0.9389399886131288,0.0009579013567417
43,0.17199095703125,0.9392600059509276,0.0009572862181812
44,0.166666484375,0.9412800073623656,0.000955517287366
45,0.17111939453125,0.9409400224685668,0.0009538191952742
46,0.17689962890625,0.9385600090026855,0.000953574781306
47,0.168091328125,0.9415000081062316,0.0009556208970025
48,0.1657905078125,0.9415000081062316,0.0009578146855346
49,0.16697658203125,0.9414399862289428,0.0009549183887429
50,0.1683659375,0.9409800171852112,0.0009540505125187
51,0.16643654296875,0.9427800178527832,0.0009521174943074
52,0.16456140625,0.943340003490448,0.0009489149088039
53,0.16675640625,0.9416400194168092,0.0009541998733766
54,0.16046337890625,0.942799985408783,0.0009445354808121
55,0.16032380859375,0.9446399807929992,0.0009475529659539
56,0.16756046875,0.9420400261878968,0.000949959619902
57,0.158174375,0.9459599852561952,0.0009483327157795
58,0.16672642578125,0.942080020904541,0.0009473401005379
59,0.16599556640625,0.9418399930000304,0.0009497957071289
60,0.165668359375,0.9428200125694276,0.0009515266283415
61,0.160978515625,0.944100022315979,0.0009456541738472
62,0.159646455078125,0.944320023059845,0.0009494311525486
63,0.16352716796875,0.9434999823570251,0.0009517886210232
64,0.160361123046875,0.9436799883842468,0.0009485753253102
65,0.1662003125,0.9409599900245668,0.0009511201060377
66,0.15854267578125,0.9435200095176696,0.0009559744503349
67,0.167076640625,0.942080020904541,0.0009488316718488
68,0.1596541796875,0.9442999958992004,0.0009539593593217
69,0.16553849609375,0.9419599771499634,0.0009586660307832
70,0.158727080078125,0.9445400238037108,0.0009585359948687
71,0.16569443359375,0.9413599967956544,0.0009521838510408
72,0.1548174609375,0.94651997089386,0.000951316091232
73,0.155311259765625,0.9462599754333496,0.0009531392715871
74,0.16643388671875,0.9427400231361388,0.0009487917413935
75,0.1632483203125,0.9429799914360046,0.000958410964813
76,0.161802177734375,0.9433799982070924,0.0009537051082588
77,0.152241005859375,0.9467800259590148,0.0009469985961914
78,0.16216736328125,0.9407600164413452,0.0009536959114484
79,0.1674641015625,0.9417799711227416,0.0009554136777296
80,0.15705529296875,0.9453799724578856,0.0009542416082695
81,0.163572431640625,0.9430800080299376,0.0009612090652808
82,0.08887962890625,0.9697800278663636,0.0009596451418474
83,0.05148076171875,0.9830999970436096,0.0009550838149152
84,0.0422901513671875,0.9868999719619752,0.0009506201604381
85,0.0371483203125,0.9885799884796144,0.0009437592816539
86,0.0329016650390625,0.9899600148200988,0.000939565594308
87,0.0284445385742187,0.9912400245666504,0.0009336482034996
88,0.0257090234375,0.9918199777603148,0.0009274997864849
89,0.0223285278320312,0.9929599761962892,0.0009208207484334
90,0.0211872265625,0.9938600063323976,0.0009165410883724
91,0.0197613842773437,0.9938399791717528,0.0009100618190132
92,0.0189687548828125,0.9942600131034852,0.0009037517593242
93,0.0186617114257812,0.99371999502182,0.0008963858126662
94,0.0161091650390625,0.9952600002288818,0.0008908341405913
95,0.0153662060546875,0.9953600168228148,0.0008855047635734
96,0.0141139172363281,0.9960200190544128,0.0008787850965745
97,0.0133563854980468,0.9962800145149232,0.0008741248166188
98,0.0137169116210937,0.9958199858665466,0.0008651342941448
99,0.0123076574707031,0.9962599873542786,0.0008600928122177
100,0.01186123046875,0.9964399933815002,0.0008536890964023
101,0.0116792907714843,0.9968000054359436,0.0008482831763103
102,0.0109150805664062,0.996999979019165,0.0008426390122622
103,0.0109593103027343,0.9967799782752992,0.0008365503745153
104,0.0105030261230468,0.9969000220298768,0.0008305291412398
105,0.0096696166992187,0.9971200227737428,0.0008241474861279
106,0.0095651782226562,0.997099995613098,0.0008187817293219
107,0.0080737933349609,0.997979998588562,0.0008138645789586
108,0.0095279858398437,0.9971200227737428,0.0008082870626822
109,0.0085208892822265,0.9976199865341188,0.0008036562358029
110,0.0075625036621093,0.9980199933052064,0.0007975873886607
111,0.0079819891357421,0.9976800084114076,0.000791992933955
112,0.0077150122070312,0.9979000091552734,0.0007857315940782
113,0.0080937133789062,0.9980199933052064,0.000780337897595
114,0.0090525372314453,0.9972800016403198,0.0007738485001027
115,0.0076208752441406,0.997979998588562,0.0007694114465266
116,0.0071071960449218,0.9980000257492064,0.0007632973720319
117,0.0077334838867187,0.9978600144386292,0.0007573384209536
118,0.0069819091796875,0.9982399940490724,0.0007523670210503
119,0.0070471337890625,0.9979400038719176,0.0007465173839591
120,0.0071643298339843,0.9982600212097168,0.0007422987837344
121,0.0065802471923828,0.9980999827384948,0.0007364563061855
122,0.0069491040039062,0.998199999332428,0.0007312165689654
123,0.0055939404296875,0.9987199902534484,0.0007307966588996
124,0.0049216345214843,0.9988200068473816,0.0007305539911612
125,0.0048172399902343,0.9987999796867372,0.000730111671146
126,0.004777407836914,0.9989399909973145,0.0007295315153896
127,0.0038659860229492,0.9992600083351136,0.0007294515380635
128,0.0040383996582031,0.9990599751472472,0.0007292284280993
