epoch,train_loss,train_acc,quantization_error
0,0.670951015625,0.7996,0.0507306680083274
1,0.348119140625,0.8777,0.053273431956768
2,0.3097403515625,0.8899,0.0561672076582908
3,0.299752109375,0.8927,0.0593812055885791
4,0.29640767578125,0.8955,0.0626659914851188
5,0.30714296875,0.8934,0.067706823348999
6,0.2970173046875,0.8958,0.070388562977314
7,0.31682224609375,0.888,0.0735380128026008
8,0.327755,0.8862,0.0777592435479164
9,0.3329809765625,0.8827,0.0815806835889816
10,0.341603125,0.8805,0.0841352641582489
11,0.354634921875,0.8751,0.0889574438333511
12,0.3557388671875,0.8755,0.0917542874813079
13,0.36221109375,0.8723,0.0924705937504768
14,0.37744140625,0.8695,0.09559116512537
15,0.377134765625,0.867,0.0976235494017601
16,0.378738828125,0.8671,0.1014198809862136
17,0.373462734375,0.8694,0.1020172014832496
18,0.37908109375,0.8684,0.10140161216259
19,0.3732100390625,0.8703,0.1020207926630973
20,0.3728196875,0.8716,0.1013519018888473
21,0.3693340234375,0.8711,0.1008499190211296
22,0.370997109375,0.8718,0.1018413230776786
23,0.366241875,0.8711,0.1023639440536499
24,0.3733694921875,0.8709,0.1026846840977668
25,0.370370390625,0.8714,0.1013582423329353
26,0.36154640625,0.8738,0.1019982397556305
27,0.368961015625,0.8718,0.100184142589569
28,0.3728884375,0.8702,0.099195621907711
29,0.3697331640625,0.8732,0.0988800153136253
30,0.3669062109375,0.8736,0.0980677083134651
31,0.3682304296875,0.8735,0.0972684472799301
32,0.363796484375,0.8741,0.0956607982516288
33,0.3711180859375,0.8709,0.0964477956295013
34,0.361991171875,0.8748,0.0982634499669075
35,0.3602899609375,0.8737,0.0980341956019401
36,0.3646080859375,0.8733,0.0980155542492866
37,0.3690209375,0.8733,0.098298005759716
38,0.37092828125,0.8697,0.099701426923275
39,0.36142609375,0.8728,0.0990769490599632
40,0.363280859375,0.875,0.0985980108380317
41,0.366276171875,0.8734,0.0983972698450088
42,0.3631653125,0.8727,0.0962280333042144
43,0.366708671875,0.8732,0.0942274406552314
44,0.3666358984375,0.873,0.0951996594667434
45,0.3616596875,0.8743,0.0934313982725143
46,0.363429765625,0.8737,0.094442494213581
47,0.366612734375,0.8724,0.0941957831382751
