epoch,train_loss,train_acc,test_acc,quantization_error
0,0.02178572509765625,"tensor(0.9923, device='cuda:0')",0.0009798058308660984
1,0.0244435205078125,"tensor(0.9916, device='cuda:0')",0.0009845123859122396
2,0.050652421875,"tensor(0.9822, device='cuda:0')",0.0009985020151361823
3,0.081542197265625,"tensor(0.9710, device='cuda:0')",0.0010281677823513746
4,0.0944967578125,"tensor(0.9661, device='cuda:0')",0.0010407301597297192
5,0.112175712890625,"tensor(0.9606, device='cuda:0')",0.0010713895317167044
6,0.1239594921875,"tensor(0.9555, device='cuda:0')",0.001095410087145865
7,0.15432052734375,"tensor(0.9452, device='cuda:0')",0.0011367041151970625
8,0.1557073828125,"tensor(0.9438, device='cuda:0')",0.0011638198047876358
9,0.17355357421875,"tensor(0.9393, device='cuda:0')",0.0012116311118006706
10,0.18395236328125,"tensor(0.9359, device='cuda:0')",0.001251197187229991
11,0.195093125,"tensor(0.9322, device='cuda:0')",0.0013058275217190385
12,0.2073166796875,"tensor(0.9269, device='cuda:0')",0.0013485460076481104
13,0.2173441015625,"tensor(0.9238, device='cuda:0')",0.0014113629003986716
14,0.221646484375,"tensor(0.9227, device='cuda:0')",0.0014637334970757365
15,0.22010947265625,"tensor(0.9234, device='cuda:0')",0.0015347987646237016
16,0.23584033203125,"tensor(0.9162, device='cuda:0')",0.0015781593974679708
17,0.2263148046875,"tensor(0.9213, device='cuda:0')",0.0016456296434625983
18,0.2205858984375,"tensor(0.9239, device='cuda:0')",0.001666487311013043
19,0.22911947265625,"tensor(0.9193, device='cuda:0')",0.0017176377587020397
20,0.2159966796875,"tensor(0.9255, device='cuda:0')",0.0017410807777196169
21,0.2135341015625,"tensor(0.9256, device='cuda:0')",0.0017616484547033906
22,0.2089344921875,"tensor(0.9278, device='cuda:0')",0.0017710350221022964
23,0.2145555078125,"tensor(0.9243, device='cuda:0')",0.0018001787830144167
24,0.1993301953125,"tensor(0.9309, device='cuda:0')",0.001800227677449584
25,0.19941998046875,"tensor(0.9301, device='cuda:0')",0.0018204146763309836
26,0.19945421875,"tensor(0.9297, device='cuda:0')",0.0018291585147380829
27,0.2019805859375,"tensor(0.9290, device='cuda:0')",0.0018365749856457114
28,0.19942685546875,"tensor(0.9308, device='cuda:0')",0.0018482333980500698
29,0.194556171875,"tensor(0.9308, device='cuda:0')",0.0018550785025581717
30,0.203509140625,"tensor(0.9285, device='cuda:0')",0.0018673721933737397
31,0.19922607421875,"tensor(0.9305, device='cuda:0')",0.0018722095992416143
32,0.18565943359375,"tensor(0.9350, device='cuda:0')",0.001854954520240426
33,0.20309111328125,"tensor(0.9285, device='cuda:0')",0.0018884972669184208
34,0.1904531640625,"tensor(0.9327, device='cuda:0')",0.0018807898741215467
35,0.18864330078125,"tensor(0.9339, device='cuda:0')",0.0018909730715677142
36,0.1944707421875,"tensor(0.9332, device='cuda:0')",0.001887900405563414
37,0.190893515625,"tensor(0.9330, device='cuda:0')",0.00187107571400702
38,0.1970522265625,"tensor(0.9306, device='cuda:0')",0.001879360293969512
39,0.19400267578125,"tensor(0.9320, device='cuda:0')",0.0018878908595070243
40,0.193927265625,"tensor(0.9325, device='cuda:0')",0.0018982234178110957
41,0.18157958984375,"tensor(0.9360, device='cuda:0')",0.0018978475127369165
42,0.1903519921875,"tensor(0.9349, device='cuda:0')",0.0018929324578493834
43,0.18244478515625,"tensor(0.9364, device='cuda:0')",0.0018887362675741315
44,0.1831401953125,"tensor(0.9362, device='cuda:0')",0.0018907769117504358
45,0.185917734375,"tensor(0.9342, device='cuda:0')",0.0018910852959379554
46,0.19292109375,"tensor(0.9332, device='cuda:0')",0.001915288739837706
47,0.1887359375,"tensor(0.9344, device='cuda:0')",0.0018810559995472431
48,0.1785222265625,"tensor(0.9379, device='cuda:0')",0.001893400913104415
49,0.187780703125,"tensor(0.9344, device='cuda:0')",0.0018957637948915362
50,0.182274375,"tensor(0.9369, device='cuda:0')",0.0018929564394056797
51,0.1868480859375,"tensor(0.9347, device='cuda:0')",0.0018931848462671041
52,0.186132890625,"tensor(0.9350, device='cuda:0')",0.0018824981525540352
53,0.177415703125,"tensor(0.9381, device='cuda:0')",0.0018985845381394029
54,0.18772244140625,"tensor(0.9341, device='cuda:0')",0.001895417575724423
55,0.18063056640625,"tensor(0.9377, device='cuda:0')",0.0018982341280207038
56,0.1887209765625,"tensor(0.9335, device='cuda:0')",0.0018938820576295257
57,0.174496171875,"tensor(0.9386, device='cuda:0')",0.0018743505934253335
58,0.18530998046875,"tensor(0.9346, device='cuda:0')",0.0018748892471194267
59,0.179970546875,"tensor(0.9370, device='cuda:0')",0.0019043846987187862
60,0.18229931640625,"tensor(0.9348, device='cuda:0')",0.0018985619535669684
61,0.17617060546875,"tensor(0.9369, device='cuda:0')",0.001879753777757287
62,0.18291490234375,"tensor(0.9350, device='cuda:0')",0.0019151987507939339
63,0.1817591015625,"tensor(0.9369, device='cuda:0')",0.0018843959551304579
64,0.17973287109375,"tensor(0.9381, device='cuda:0')",0.0018980830209329724
65,0.17393865234375,"tensor(0.9384, device='cuda:0')",0.0018925704061985016
66,0.173063203125,"tensor(0.9390, device='cuda:0')",0.0018939570290967822
67,0.18397419921875,"tensor(0.9359, device='cuda:0')",0.0018835758091881871
68,0.18526703125,"tensor(0.9358, device='cuda:0')",0.0018969643861055374
69,0.1766011328125,"tensor(0.9386, device='cuda:0')",0.0018811698537319899
70,0.1802101953125,"tensor(0.9371, device='cuda:0')",0.0018829096807166934
71,0.178428828125,"tensor(0.9369, device='cuda:0')",0.0018791089532896876
72,0.173785390625,"tensor(0.9391, device='cuda:0')",0.001904602162539959
73,0.178954296875,"tensor(0.9367, device='cuda:0')",0.001889929175376892
74,0.1786526953125,"tensor(0.9372, device='cuda:0')",0.0018898396519944072
75,0.1838526953125,"tensor(0.9353, device='cuda:0')",0.0018885022727772593
76,0.17511359375,"tensor(0.9393, device='cuda:0')",0.0018878597766160965
77,0.176841484375,"tensor(0.9381, device='cuda:0')",0.0019029545364901423
78,0.1712420703125,"tensor(0.9408, device='cuda:0')",0.001891232910566032
79,0.178042734375,"tensor(0.9367, device='cuda:0')",0.0018884314922615886
80,0.1768280078125,"tensor(0.9376, device='cuda:0')",0.0019046295201405883
81,0.19151763671875,"tensor(0.9331, device='cuda:0')",0.0019021258922293782
82,0.09868166015625,"tensor(0.9664, device='cuda:0')",0.0018919757567346096
83,0.0655721044921875,"tensor(0.9785, device='cuda:0')",0.001873380970209837
84,0.055099150390625,"tensor(0.9823, device='cuda:0')",0.0018547321669757366
85,0.0501358935546875,"tensor(0.9835, device='cuda:0')",0.001840015989728272
86,0.043726669921875,"tensor(0.9855, device='cuda:0')",0.00181026931386441
87,0.04023554931640625,"tensor(0.9863, device='cuda:0')",0.0017978399991989136
88,0.03900470703125,"tensor(0.9874, device='cuda:0')",0.0017888539005070925
